code,name,r,g,b
2P2026,LIGHT DRAPERY,248,234,212
6P1353,GAY PAREE,239,224,231
4P2179,PURITY CLEAR,221,238,234
1P0490,HOW SWEET IT IS,255,216,222
6P2371,GENTLE YAWN,241,222,231
4P1883,ASPIRATION,227,235,232
8P2735,HIDE AND SEEK,240,234,221
7P1942,SOFT WHISPERS,239,234,222
3P1855,FROTHY MILK,241,235,219
3P0085,SOFT AS SILK,239,239,217
2P2020,PEACHY TINT,246,231,218
6P1892,WIND CHILL,226,231,237
3P0082,STARTING SPRING,230,237,228
4P0113,REFRESHING,223,241,231
4P1842,CREME WHITE,233,235,228
3P1866,CREME CHIQUE,244,238,214
2P2044,ALMOND BOWL,246,236,214
5P0146,AZTEC WHITE,231,231,234
4P0108,SPARK OF AQUA,220,244,231
6P0155,SPRING LILAC,238,222,236
4P0977,AEGEAN MIST,218,243,234
8P1777,CALISTA,237,231,229
1P0458,COTTON CANDY,252,217,227
4P1884,TRINITY,229,236,232
7P0185,FABULOUS WHITE,238,235,225
2P1868,FANTASY MOON,245,237,216
2P1869,SMOOTH AS CREAM,246,236,216
8P2515,LIGHT POLISH,249,229,220
6P1899,MASTERPIECE,235,232,231
3P0754,TOUCH OF SUNSHINE,254,244,199
6P1890,PRETTY STYLE,232,232,235
3P1860,SAILING DAY,241,237,222
3P1864,BONITA,241,237,222
3P0770,LEMON PUFF,253,244,201
1P0001,CHINA DOLL,248,229,223
3P0730,DIPPED IN HONEY,253,240,206
4P1879,MINT MARTINI,231,240,229
6P0162,DEW KISSED,241,225,234
7P2464,PUDDING,244,235,222
7P2499,PORCELAIN CUP,241,234,226
8P2564,SOFT WINGS,243,233,225
7P1925,SUGAR CANDY,245,234,222
7P1593,WATER CHESTNUT,246,235,220
1P1903,RIVERIA,239,233,229
2P1927,WINDMILL,247,235,219
3P1867,GLORIOUS DAY,246,240,215
6P1898,WHITE TRAIL,236,232,233
6P1888,CRYSTAL STONE,234,234,233
2P2055,NIRVANA,252,240,209
8P2760,SEA SALT,241,236,225
2P0034,LONG BEACH,244,237,221
4P1841,ICICLE WHITE,236,238,228
2P2052,MAKE A WISH,248,242,212
4P0091,GLOAMING,229,246,227
7P2506,LAZY SUNDAY,245,233,225
1P0010,BABY'S BREATH,247,230,226
6P1889,SOFT FLUFF,234,234,235
3P1934,PEARLYN,243,237,224
3P1854,FRESH LINEN,242,238,224
3P1926,WINE GLASS,245,236,223
4P1876,LUSTROUS MINT,239,240,225
6P2341,GLASS LILAC,239,233,232
1P0221,BUBBLE,250,235,219
1P0005,SCALLOP SHELL,250,225,229
1P0497,DADDY'S GIRL,254,225,225
3P1937,WASHED CANVAS,244,237,224
3P1935,ARISTOCRATIC,243,238,224
3P1853,MORNING RAYS,241,237,227
1P0473,TICKLED PINK,252,228,225
1P0006,PALE WOODROSE,255,225,225
7P1561,PIANO KEYS,250,239,217
3P0058,SUNDRESS,253,240,213
3P1865,MOONSCAPE,244,241,222
6P1897,GLAZED,236,235,236
4P0090,MINT TEA,233,246,229
3P1851,VANITY TOP,244,239,226
7P2442,VENUS VEIL,245,239,225
3P1852,CRISP AIR,243,238,228
2P1847,WHITE SWAN,242,238,229
3P1848,WHITE ISLE,241,239,229
1P0465,STRAWBERRY MIST,253,225,231
3P1843,SAVY WHITE,240,239,231
6P1417,PALE BLUSH,248,229,233
1P0457,EDGE OF DAWN,251,227,232
6P0170,EVER AFTER,246,226,238
3P1861,CREAM FROTH,244,240,227
3P1872,SUNNY BEACH,246,243,222
3P0057,WHITE GLOVE,251,241,219
3P0081,WHITE CITY,235,238,238
3P0079,AIRY LEMON,250,248,213
1P0002,SWEET THING,241,234,237
4P1882,COOL WATER,231,242,239
2P1902,GENTLE BREEZE,242,239,232
2P1858,FINE SAND,245,241,229
3P1862,SILVER BAND,248,242,225
3P1845,POWDER PUFF,239,240,236
3P0069,LEMON ORGANZA,253,246,216
2P1857,PALE ALE,244,241,231
1P0313,LITTLE FLOWER,249,233,234
3P0077,BLEACHED BY THE SUN,249,248,219
3P1936,BONBONS,249,243,226
3P1844,SAUVIGNON WHITE,242,242,234
1P0004,TU TU,251,234,235
3P1859,BENCH TOP,246,244,231
3P0068,SOFT SARONG,253,247,222
8P0201,WEDDING GOWN,244,238,240
6P0169,PINK FIZZ,248,238,238
3P0067,YELLOW SARI,252,247,226
4P1850,MARBELLO WHITE,247,245,234
3P0076,YELLOW BREEZE,251,249,226
2P1846,PERSIAN LACE,245,243,238
4P1849,FROZEN ICE,248,246,235
2P1932,ODE TO JOY,248,246,236
