code,name,r,g,b
AF8E79,8584,175,142,121
C18089,8111,193,128,137
B1D27A,9772,177,210,122
A097BA,7151,160,151,186
CB877E,8672,203,135,126
C9D7B9,2420,201,215,185
E1D69B,7825,225,214,155
9FA9C2,7225,159,169,194
B5B4CD,7051,181,180,205
9699AF,7192,150,153,175
D58488,8079,213,132,136
D786B0,9583,215,134,176
EFBAAD,K242,239,186,173
909E93,K135,144,158,147
97CCA7,7608,151,204,167
C8ADCE,9121,200,173,206
D9C9C0,8659,217,201,192
ADD2BC,7585,173,210,188
EDBCB1,8674,237,188,177
DFD6A9,7810,223,214,169
D0C7C6,8218,208,199,198
E19A79,8007,225,154,121
D1E09A,9353,209,224,154
B9C8C8,9474,185,200,200
969195,K077,150,145,149
DCC1C3,8698,220,193,195
D693C1,9423,214,147,193
F3B3A5,8032,243,179,165
E2CA7E,7855,226,202,126
C983B6,9587,201,131,182
EEC088,7936,238,192,136
B49370,8527,180,147,112
94B0B8,7384,148,176,184
A5C0C5,7385,165,192,197
D7A3C9,9586,215,163,201
E9AABC,K014,233,170,188
DDD98D,K286,221,217,141
EBCB8E,7880,235,203,142
EACDA7,0315,234,205,167
C8A8CF,7112,200,168,207
D3C4C8,8210,211,196,200
D9CCC0,8763,217,204,192
9EC3BF,7481,158,195,191
D2A9CD,8168,210,169,205
D1D5BD,8419,209,213,189
A3CEBC,7561,163,206,188
E1CEB8,9531,225,206,184
A2A3C6,7168,162,163,198
D4CCC4,K282,212,204,196
8E9DA5,8265,142,157,165
D6DDAD,7729,214,221,173
CBE49B,9796,203,228,155
D8C9C4,8747,216,201,196
A8818B,8711,168,129,139
E5BEC0,8106,229,190,192
F4A094,9991,244,160,148
BCD776,9797,188,215,118
A38290,K036,163,130,144
AD98C9,9616,173,152,201
CDD1C4,8395,205,209,196
F3B2AF,8056,243,178,175
8BB8A6,7560,139,184,166
A8A96A,9842,168,169,106
CF8F71,8015,207,143,113
E9B6BF,8121,233,182,191
94908F,K116,148,144,143
E7B274,7935,231,178,116
9FA4C6,7201,159,164,198
CFD879,7743,207,216,121
A785B5,9603,167,133,181
F0B5B6,8081,240,181,182
B4C6CC,8274,180,198,204
C7CACB,8258,199,202,203
988E87,K276,152,142,135
F7B093,9965,247,176,147
D5DC82,9818,213,220,130
E2D4B3,7850,226,212,179
C5CEC9,8339,197,206,201
8DA3AE,8272,141,163,174
C6A265,7887,198,162,101
BFCACC,8267,191,202,204
A48289,8695,164,130,137
D9DAB5,7722,217,218,181
EFC9AC,0572,239,201,172
CCE4AA,9787,204,228,170
EFB27C,7967,239,178,124
D8E29D,9833,216,226,157
EE91A8,8095,238,145,168
DC7E9C,X204,220,126,156
CA8379,K223,202,131,121
958B94,K057,149,139,148
EAD18A,9873,234,209,138
BB7BB1,9588,187,123,177
A19077,8495,161,144,119
95CC84,7655,149,204,132
F5C090,7968,245,192,144
D8C6C9,K047,216,198,201
B2966A,8503,178,150,106
F0C3B2,5132,240,195,178
F8B592,8000,248,181,146
9F9972,2430,159,153,114
F29495,8063,242,148,149
958F87,8440,149,143,135
CAC9CD,K108,202,201,205
929A80,8416,146,154,128
B4A464,7807,180,164,100
988F81,8464,152,143,129
E1DE9D,7777,225,222,157
DCA0CB,9424,220,160,203
E7CEB8,8579,231,206,184
D6D0C5,8435,214,208,197
F3968F,8047,243,150,143
9B9DC4,7167,155,157,196
A48B77,3211,164,139,119
DACFC4,8771,218,207,196
E8C8BD,8643,232,200,189
B4ADD4,7160,180,173,212
E1A5CA,9416,225,165,202
F3ABB7,8088,243,171,183
A49DCB,7159,164,157,203
AA7EB2,7110,170,126,178
D3E388,9802,211,227,136
F4C6A9,8009,244,198,169
F0A27C,7999,240,162,124
C1E3B6,7657,193,227,182
F9AFA9,5206,249,175,169
EBCFB3,3122,235,207,179
92B6BF,7416,146,182,191
EFC7B5,8611,239,199,181
C2D1CB,8346,194,209,203
88A68B,2463,136,166,139
B7BFD3,7226,183,191,211
CF78AA,9414,207,120,170
A584B9,9617,165,132,185
87ACAA,9744,135,172,170
8E928F,K104,142,146,143
D4D1C7,K101,212,209,199
CC79B0,9422,204,121,176
8F9A81,K149,143,154,129
EFAB77,7983,239,171,119
B17693,8142,177,118,147
ECD798,7856,236,215,152
A7799F,9595,167,121,159
F3B7B9,9409,243,183,185
DFE29D,7744,223,226,157
978CB5,9626,151,140,181
99CCBE,7545,153,204,190
C2C9D1,0720,194,201,209
968C82,8760,150,140,130
FAADAB,8064,250,173,171
CFC5D1,7146,207,197,209
998292,K050,153,130,146
AA8B70,K206,170,139,112
AF76A5,8166,175,118,165
E9D0B9,8571,233,208,185
879BA0,9472,135,155,160
F5A181,9966,245,161,129
A4DBBA,7609,164,219,186
B0CFCC,7474,176,207,204
F9C394,7984,249,195,148
C08371,8607,192,131,113
D0E5B2,7665,208,229,178
998C7C,8455,153,140,124
8B958C,6118,139,149,140
87BAAE,7544,135,186,174
9298BC,7200,146,152,188
E1DD84,7776,225,221,132
DD7B8D,K005,221,123,141
E4D1BF,0940,228,209,191
CDC9D1,0719,205,201,209
E1D1C2,8779,225,209,194
FDB69C,8024,253,182,156
B5D1CD,7482,181,209,205
C9DA70,9811,201,218,112
92898C,8215,146,137,140
EBAEC7,8128,235,174,199
87C697,9752,135,198,151
EDD6AB,7890,237,214,171
CFD0CD,0978,207,208,205
AF8C6B,8535,175,140,107
84A8A8,7480,132,168,168
94C4C1,7488,148,196,193
DD9969,9912,221,153,105
8A9197,K087,138,145,151
8FADC1,7305,143,173,193
C2B25D,7822,194,178,93
E8D3BA,8539,232,211,186
ECCEBA,K225,236,206,186
E7D5B9,L189,231,213,185
DBB163,7879,219,177,99
B7D9C8,7562,183,217,200
DBD1C8,8756,219,209,200
D5E8AA,9779,213,232,170
EFBD74,7927,239,189,116
8C8C9C,7183,140,140,156
BDA65D,7838,189,166,93
A1C5CD,0195,161,197,205
D6D56E,9854,214,213,110
D0D9C7,8387,208,217,199
F79E81,8023,247,158,129
E2BBCF,9581,226,187,207
997FA9,9611,153,127,169
D9CDCD,K046,217,205,205
F4CCB1,8018,244,204,177
FCC3A1,9964,252,195,161
AF896B,8567,175,137,107
95828E,K051,149,130,142
8CC47D,9762,140,196,125
9A7C9A,K043,154,124,154
DAD5C7,0684,218,213,199
EAC2C7,0418,234,194,199
CAB1DA,9602,202,177,218
92858D,8207,146,133,141
B2856D,8599,178,133,109
FEBE98,7992,254,190,152
E0817C,8054,224,129,124
939973,7687,147,153,115
E2CCC9,8691,226,204,201
DEC8CE,9451,222,200,206
DCE4B3,7713,220,228,179
FCAF83,9911,252,175,131
94C5C5,7473,148,197,197
C8C3D8,7170,200,195,216
E4D6C0,L190,228,214,192
D1D0D0,8251,209,208,208
8E9080,8399,142,144,128
E6D6BE,L129,230,214,190
DED5C6,8459,222,213,198
869394,8336,134,147,148
E2D6C2,0974,226,214,194
C8DCC9,0299,200,220,201
FEBD8E,9910,254,189,142
EAD2BE,0477,234,210,190
B5CED3,7386,181,206,211
D7DCC4,7691,215,220,196
8896B1,7224,136,150,177
F2D8A3,0399,242,216,163
E2D1C7,K255,226,209,199
F8D096,7928,248,208,150
E1DBBE,0262,225,219,190
FEC294,9926,254,194,148
A4AED6,7208,164,174,214
AFD8CB,7546,175,216,203
BC9161,8519,188,145,97
EBD981,9856,235,217,129
8E8E80,8423,142,142,128
D7D3CD,8299,215,211,205
CDCF63,9834,205,207,99
B2708E,8134,178,112,142
E6E1AF,7769,230,225,175
96BDCC,7369,150,189,204
FAC9AD,9963,250,201,173
CA6EA2,X178,202,110,162
B5E1C5,7610,181,225,197
83B1B5,7472,131,177,181
CEC2D9,7008,206,194,217
E7C7CB,8706,231,199,203
EE8486,9992,238,132,134
A2C5D2,7370,162,197,210
F9C5B5,8033,249,197,181
D47094,8126,212,112,148
F1BC70,9891,241,188,112
DDD4CA,8475,221,212,202
9E7AB1,9604,158,122,177
97867A,8775,151,134,122
ABC6D6,7306,171,198,214
FEC48E,9935,254,196,142
DDD86F,7775,221,216,111
E2E6AC,9825,226,230,172
96B2CF,7272,150,178,207
FEBC85,9936,254,188,133
918682,K068,145,134,130
B4B359,7766,180,179,89
889C7B,K150,136,156,123
F6B9C2,8089,246,185,194
DED6C9,8443,222,214,201
A2D1CD,7489,162,209,205
A0C0D4,7297,160,192,212
FDAF7E,9927,253,175,126
819796,8343,129,151,150
9FAED6,7216,159,174,214
AF7779,8103,175,119,121
DFDCC3,7787,223,220,195
C3DECC,7586,195,222,204
FECB9C,9934,254,203,156
D6D5CF,8308,214,213,207
D7D3D0,8235,215,211,208
A5B75D,7710,165,183,93
A0AB5F,7726,160,171,95
D3D8CE,0973,211,216,206
9E9367,7791,158,147,103
F7B4C3,8096,247,180,195
D4E0C6,7682,212,224,198
C6C3DC,9630,198,195,220
EAD8BE,0964,234,216,190
AC6EA2,9596,172,110,162
CDECB7,9770,205,236,183
FECC98,7976,254,204,152
BD7D6C,K227,189,125,108
C17C6D,8631,193,124,109
EDDEB1,7841,237,222,177
F2D4B9,8595,242,212,185
EDC4CB,8122,237,196,203
8D8980,8432,141,137,128
F8D6A6,7937,248,214,166
C0D05E,9819,192,208,94
EFD0C2,0N17,239,208,194
B7D3D6,7418,183,211,214
DFE4BC,7730,223,228,188
A39362,7846,163,147,98
85A8C0,7296,133,168,192
C7C8DC,7202,199,200,220
FCD1A7,7985,252,209,167
F0D579,7831,240,213,121
83C0B9,7528,131,192,185
FECDA8,9925,254,205,168
9FD6CB,7529,159,214,203
D6E5C2,7674,214,229,194
F6C1C4,8082,246,193,196
FDCCAE,8001,253,204,174
C2C458,9366,194,196,88
849186,K144,132,145,134
BD9759,7886,189,151,89
E8D2C9,K231,232,210,201
898789,K078,137,135,137
E8778C,8094,232,119,140
ECE1B2,7826,236,225,178
FEB97B,9918,254,185,123
F8D1B5,8010,248,209,181
CBD762,9826,203,215,98
ECD5C3,8603,236,213,195
D2B557,7854,210,181,87
A2BFD9,7273,162,191,217
917C8D,8199,145,124,141
E0D8CB,4148,224,216,203
D9D8CF,8332,217,216,207
CAC0DF,7161,202,192,223
F9C9BC,K250,249,201,188
B06A9F,9589,176,106,159
A7826A,4194,167,130,106
917A95,9111,145,122,149
DBDDCA,8411,219,221,202
FECE8B,7952,254,206,139
FEC882,7960,254,200,130
D1CED9,7195,209,206,217
868B86,K125,134,139,134
D3EDB9,9778,211,237,185
F3CCC4,K233,243,204,196
878D80,8392,135,141,128
FEAF77,9919,254,175,119
EADB75,9848,234,219,117
E7DCC3,L188,231,220,195
878A84,8328,135,138,132
B6CEDB,7298,182,206,219
FEA578,7991,254,165,120
EFBFCF,8137,239,191,207
898195,7143,137,129,149
DA727F,8086,218,114,127
F4E199,7832,244,225,153
E8C2D4,8145,232,194,212
86878B,8232,134,135,139
FED18C,7920,254,209,140
90827D,8752,144,130,125
DDD4D2,8219,221,212,210
7EA5B7,7368,126,165,183
FED0AD,9933,254,208,173
B8D2DA,7371,184,210,218
FED3A6,9917,254,211,166
947F7B,K266,148,127,123
A3826A,K207,163,130,106
AFC8DD,7274,175,200,221
D1C2DF,K285,209,194,223
808DA0,7231,128,141,160
88D4B7,0266,136,212,183
BAC2E1,7209,186,194,225
938970,8479,147,137,112
D4E8C4,7658,212,232,196
E9CCD0,K012,233,204,208
E9DEC1,3119,233,222,193
E9E1BD,3226,233,225,189
838A8B,8288,131,138,139
FBDA97,7904,251,218,151
8C98C9,7207,140,152,201
DFD162,K287,223,209,98
F9C5C4,8057,249,197,196
E8E5B9,7770,232,229,185
E3BEDA,8169,227,190,218
AADCD1,7530,170,220,209
D5DAD3,0956,213,218,211
77A59B,9745,119,165,155
D7AD55,X167,215,173,85
E7E9B3,7745,231,233,179
C6D7D9,1203,198,215,217
FAC9C1,8049,250,201,193
F1DBBD,0387,241,219,189
FDD6AB,7969,253,214,171
B8C3E2,7217,184,195,226
8A8D75,8407,138,141,117
F6C7C8,9410,246,199,200
9B767D,K026,155,118,125
868685,8295,134,134,133
D99E57,7934,217,158,87
F2C4CE,K013,242,196,206
F0BED2,8129,240,190,210
C7DCD6,7483,199,220,214
BEDED5,9266,190,222,213
F9CE76,7903,249,206,118
98DFC4,7569,152,223,196
D0DAD6,9475,208,218,214
DC7F69,8030,220,127,105
F2D16F,9867,242,209,111
A48167,8575,164,129,103
98797A,8687,152,121,122
AD776D,K244,173,119,109
E0D8D1,K041,224,216,209
BADDD6,7490,186,221,214
C0E1D3,7547,192,225,211
D5D7D7,K100,213,215,215
9F7B70,K237,159,123,112
FED9A1,7961,254,217,161
94C261,7662,148,194,97
E6D0D3,0481,230,208,211
94B3D8,7248,148,179,216
C56496,X205,197,100,150
CFA452,7878,207,164,82
E6DCCA,L135,230,220,202
77B98B,7607,119,185,139
A69858,7806,166,152,88
CDD8D9,8275,205,216,217
887DA3,7150,136,125,163
F4E0B4,7882,244,224,180
FDD98B,7896,253,217,139
FED98F,7944,254,217,143
77A38A,7583,119,163,138
997D71,8647,153,125,113
FBDDA9,7929,251,221,169
DEE0CD,0W50,222,224,205
EDDAC7,K224,237,218,199
818987,K105,129,137,135
B16E76,8110,177,110,118
D9D25C,X165,217,210,92
F0DFBE,7891,240,223,190
B6E7CE,9298,182,231,206
E0C1DE,7113,224,193,222
A6895E,8502,166,137,94
868580,K297,134,133,128
DADBD4,8316,218,219,212
808989,8312,128,137,137
7ECBB6,7552,126,203,182
A48462,8526,164,132,98
85D8B6,9757,133,216,182
FED1B9,8025,254,209,185
DCDED1,8396,220,222,209
D9D5D9,7187,217,213,217
8BD7C2,7553,139,215,194
EED6CB,5260,238,214,203
E7D3D3,5182,231,211,211
EB7A77,8062,235,122,119
FDD1BC,9962,253,209,188
D4DAD8,0977,212,218,216
FAD074,7895,250,208,116
EAE8BA,7778,234,232,186
7796A0,0U42,119,150,160
FED6B4,7993,254,214,180
EBDEC7,3196,235,222,199
ECDEC6,3203,236,222,198
74A491,7559,116,164,145
F4E4B1,7857,244,228,177
ECBED9,9417,236,190,217
FEDDA2,7921,254,221,162
838584,8304,131,133,132
8087AD,7199,128,135,173
DF9758,7966,223,151,88
C59552,X172,197,149,82
E1ECBE,9769,225,236,190
E7DDCC,8499,231,221,204
B38859,8518,179,136,89
FEAF6C,7975,254,175,108
A8C4E2,7249,168,196,226
FDC7C5,8065,253,199,197
E68D60,7998,230,141,96
93DACA,9281,147,218,202
CFD4DE,7227,207,212,222
E6DBCF,8780,230,219,207
B0E6D0,7570,176,230,208
97C15B,9773,151,193,91
A18660,8510,161,134,96
ACE3D2,7554,172,227,210
C9638A,K019,201,99,138
FEDDA9,7953,254,221,169
7F858E,8248,127,133,142
ED7E71,8046,237,126,113
E7975B,7982,231,151,91
7F8B81,K136,127,139,129
B2736A,K245,178,115,106
F2DCC4,8563,242,220,196
DBD9D8,9468,219,217,216
B37765,8615,179,119,101
FEDBB0,7977,254,219,176
89A763,7670,137,167,99
FCDAB7,7986,252,218,183
DBDCD6,9484,219,220,214
E2A754,7926,226,167,84
75C48D,9311,117,196,141
EBD3D3,8707,235,211,211
F4D4CA,8675,244,212,202
EDCD61,7830,237,205,97
D5D2DF,7171,213,210,223
E5DDD0,8460,229,221,208
EDD4D1,K258,237,212,209
FEE19D,7912,254,225,157
BACC51,7742,186,204,81
DCD7DA,9139,220,215,218
C8CEE4,7210,200,206,228
86B8D1,7344,134,184,209
798C91,K095,121,140,145
917E71,8767,145,126,113
EBDCCD,0975,235,220,205
EACDD8,8146,234,205,216
FEDD86,9887,254,221,134
E7E2CB,3165,231,226,203
E7DECF,9516,231,222,207
D5825C,9920,213,130,92
FEB969,7959,254,185,105
E8C8DC,8170,232,200,220
C8D9DF,1276,200,217,223
868D6F,8415,134,141,111
DADBD9,8252,218,219,217
C6D6E1,7275,198,214,225
FACDCA,8058,250,205,202
8298C9,7215,130,152,201
C2D1E4,K084,194,209,228
F9C4D0,8097,249,196,208
EAD7D3,8692,234,215,211
FCD8BE,8002,252,216,190
D5DADC,7235,213,218,220
D8CDE2,9609,216,205,226
A7DBDA,7458,167,219,218
EFE6BF,7827,239,230,191
E9DBD1,0944,233,219,209
FAE4AE,7905,250,228,174
EFE0C7,0949,239,224,199
95C5DC,7345,149,197,220
7D848C,K088,125,132,140
818D75,8383,129,141,117
93945D,7718,147,148,93
FED87A,7911,254,216,122
A3835D,K183,163,131,93
CCD3E3,7218,204,211,227
EBC0DE,9425,235,192,222
928269,8494,146,130,105
C66C6D,8078,198,108,109
D5D5E0,7203,213,213,224
DED6DC,7147,222,214,220
F3D5CE,K232,243,213,206
E5D5D9,8203,229,213,217
A8C14F,9832,168,193,79
BAD7E2,7346,186,215,226
FEE495,7872,254,228,149
887E79,K069,136,126,121
FED0C5,K249,254,208,197
FBD4C6,8034,251,212,198
FEE3A8,7945,254,227,168
C7CDE7,9632,199,205,231
C8D9E1,1243,200,217,225
EED4D4,8107,238,212,212
7A9DC2,7271,122,157,194
8BCFD1,7457,139,207,209
8FDACD,9714,143,218,205
7DC4C6,7456,125,196,198
ECEAC0,7746,236,234,192
E6DED3,8764,230,222,211
E9CDDC,9106,233,205,220
EFDFCB,0950,239,223,203
9B6E78,8702,155,110,120
FCDEBB,7970,252,222,187
F2DBCC,8612,242,219,204
E2DED6,8300,226,222,214
D2ECD0,9751,210,236,208
F8E1BE,7938,248,225,190
D3E6D6,0G23,211,230,214
70B1B1,9712,112,177,177
719696,7479,113,150,150
729492,9710,114,148,146
D9D0E3,7162,217,208,227
F7DCC6,8019,247,220,198
E4D9D9,0747,228,217,217
709CA7,7415,112,156,167
D9E5D5,2425,217,229,213
C1E4DB,7531,193,228,219
FEC267,7919,254,194,103
EFE0CB,8532,239,224,203
EEE1CB,L131,238,225,203
A1C5E5,9649,161,197,229
F1D1D5,0P13,241,209,213
A27F5E,K182,162,127,94
F8DCC5,8011,248,220,197
FED774,7871,254,215,116
E6E0D3,L159,230,224,211
D0EAD4,7611,208,234,212
E9DFD2,0952,233,223,210
FEE795,7864,254,231,149
E7E4CF,7788,231,228,207
AC795E,K199,172,121,94
778790,8264,119,135,144
E3E5D1,0972,227,229,209
D2E6D8,7563,210,230,216
A67A5F,K198,166,122,95
6EA1A8,9709,110,161,168
827AB0,7158,130,122,176
E7E9CA,2353,231,233,202
EFDFCE,8580,239,223,206
D1F0CE,9761,209,240,206
A5D9DF,1319,165,217,223
AC7D5A,8558,172,125,90
F9D9C9,K248,249,217,201
F1E3C8,0307,241,227,200
E8EBC7,2467,232,235,199
E8E7CC,7723,232,231,204
847982,K070,132,121,130
C8E8D9,7555,200,232,217
EEE9C4,7779,238,233,196
DCDCDD,K091,220,220,221
7C7D93,7191,124,125,147
C0E3DE,7459,192,227,222
D9E2DA,8347,217,226,218
FEC967,7943,254,201,103
FCE2BB,7954,252,226,187
CD7B59,0578,205,123,89
C4D7E6,7250,196,215,230
E2EEC9,9795,226,238,201
B76670,5155,183,102,112
FAE4BC,7930,250,228,188
F1E7C5,7842,241,231,197
6BA699,7543,107,166,153
809668,7678,128,150,104
BF725F,K219,191,114,95
A4D4E3,7362,164,212,227
EADED5,0945,234,222,213
FBE3BD,7962,251,227,189
7D7CAB,7166,125,124,171
F1D2D8,K031,241,210,216
F2CFD9,8138,242,207,217
837A7E,K071,131,122,126
7294B3,9650,114,148,179
FEDC74,9876,254,220,116
E9E2D3,8483,233,226,211
F7D4D2,8083,247,212,210
86718B,9110,134,113,139
EDE7CB,7812,237,231,203
837F75,K161,131,127,117
FEE27B,7863,254,226,123
E1E8D3,0946,225,232,211
A8E4DB,7514,168,228,219
E4E3D6,8404,228,227,214
C7686A,9406,199,104,106
F2D15D,9874,242,209,93
E7E1D6,L173,231,225,214
7C8081,K106,124,128,129
E0D7E1,7154,224,215,225
EEE3CF,L127,238,227,207
867D72,8471,134,125,114
D0E4DE,7475,208,228,222
897B70,8759,137,123,112
94D8DA,9694,148,216,218
CFE7DC,0210,207,231,220
8C8861,0342,140,136,97
7E807B,K126,126,128,123
A9D3E7,7330,169,211,231
877778,8743,135,119,120
FEE8B2,7913,254,232,178
E0E0DC,8259,224,224,220
E7D0E2,7114,231,208,226
DFDBE0,7196,223,219,224
817C7A,K089,129,124,122
B86D62,K228,184,109,98
C1CB48,9827,193,203,72
B36C64,8671,179,108,100
FEBA5E,7951,254,186,94
A27B5B,8534,162,123,91
F1E0D1,0989,241,224,209
D3E2E0,7419,211,226,224
9F795E,8566,159,121,94
F6DDCF,K247,246,221,207
EEEBC8,7771,238,235,200
857C72,8439,133,124,114
6F95B2,7295,111,149,178
E6ECCE,7666,230,236,206
A8E3DE,7506,168,227,222
EFD7DA,K022,239,215,218
9DD6E2,7410,157,214,226
BEE2E3,7435,190,226,227
838A67,7686,131,138,103
9EDCDF,7442,158,220,223
A86571,K017,168,101,113
74829F,7223,116,130,159
F5CB5A,9877,245,203,90
E9DFD9,0941,233,223,217
A37064,8639,163,112,100
8ACEDA,0122,138,206,218
F5E9C4,7858,245,233,196
F8DCCF,8635,248,220,207
FBCFD5,8090,251,207,213
F9ECB9,7833,249,236,185
F0E9CA,7828,240,233,202
FDEAB5,7897,253,234,181
C0D149,9803,192,209,73
A15E88,9590,161,94,136
699FA3,7471,105,159,163
D9CF4C,7774,217,207,76
FCECB3,7865,252,236,179
ADE1E2,9693,173,225,226
7A8479,8367,122,132,121
F3E5CC,8524,243,229,204
EBDDDA,8700,235,221,218
FEE7BA,7946,254,231,186
F8E9C1,7906,248,233,193
F2845F,8022,242,132,95
B27856,0523,178,120,86
F9E9C0,7874,249,233,192
7BBB63,7654,123,187,99
FDE4C2,7978,253,228,194
B05987,9584,176,89,135
8C766D,8655,140,118,109
FEE7BC,7922,254,231,188
FEDDC9,8026,254,221,201
867C6D,8463,134,124,109
F2D2DD,8130,242,210,221
FDEBB7,7873,253,235,183
F4D8D8,8115,244,216,216
C0E9E0,7515,192,233,224
D0E8DF,7532,208,232,223
8F855C,7790,143,133,92
F7E4CB,0951,247,228,203
708693,6134,112,134,147
84D3D4,9701,132,211,212
C4DEE8,7331,196,222,232
E3E3DC,8292,227,227,220
A3745D,8598,163,116,93
B6715A,9928,182,113,90
D1E3E3,9228,209,227,227
B0C645,X211,176,198,69
F6BE54,7902,246,190,84
ADA643,9838,173,166,67
A2696A,8102,162,105,106
66AEA5,7527,102,174,165
FDD8D0,8050,253,216,208
6C90A9,7304,108,144,169
F3E3D1,8564,243,227,209
E9E3D9,8476,233,227,217
D8DBE7,7211,216,219,231
C2E8E2,7507,194,232,226
FBD8D3,8066,251,216,211
82D9CF,7513,130,217,207
B97555,5103,185,117,85
6B9488,9746,107,148,136
E9E4D9,8436,233,228,217
C4E3E6,7411,196,227,230
F1E4D3,0N68,241,228,211
F0E6D2,0942,240,230,210
77C1CF,7432,119,193,207
E2EDD5,7659,226,237,213
EBEBD1,7715,235,235,209
ABDAE9,9210,171,218,233
C6E6E4,7443,198,230,228
EBE3D9,5232,235,227,217
7E787B,K079,126,120,123
E7E5DA,L109,231,229,218
72CEC0,9720,114,206,192
E6E7D9,8388,230,231,217
C7E2E7,7363,199,226,231
F1E6D2,8508,241,230,210
E5ECD5,7675,229,236,213
927169,K267,146,113,105
8BC5E3,7329,139,197,227
CFDCEA,K083,207,220,234
DCE4E1,7388,220,228,225
E1DBE5,7163,225,219,229
866D7F,8198,134,109,127
FCE2CB,9909,252,226,203
65A09B,7487,101,160,155
78BAD4,7360,120,186,212
837A6E,K300,131,122,110
EFCFE4,9426,239,207,228
E9E5DA,8428,233,229,218
FCEBC0,7914,252,235,192
D3ECDE,7571,211,236,222
ECE5D8,L160,236,229,216
E1DFE3,7204,225,223,227
D1E8E2,7460,209,232,226
EBEBD3,7732,235,235,211
DFDAE7,9628,223,218,231
F9C455,7894,249,196,85
65BDA7,7551,101,189,167
DCEADD,7564,220,234,221
739BCB,7247,115,155,203
CEDEEA,9646,206,222,234
FEE3C9,7994,254,227,201
EFDADF,8147,239,218,223
82C5DD,7361,130,197,221
F0E7D4,L132,240,231,212
E1E3E1,7236,225,227,225
ECF1CC,9809,236,241,204
6F848A,9471,111,132,138
F0E5D6,5184,240,229,214
F1DEDB,8708,241,222,219
F88E58,7990,248,142,88
955D8F,9597,149,93,143
80737B,8206,128,115,123
D9E5E3,7372,217,229,227
CFE6E5,7436,207,230,229
84D9D5,7505,132,217,213
7B8071,8391,123,128,113
DBE8E0,7491,219,232,224
EFECD0,7772,239,236,208
FCEDBF,7898,252,237,191
E9E3DD,8220,233,227,221
E6F2D0,9786,230,242,208
C3E1EA,9656,195,225,234
F3E5D4,8596,243,229,212
F3E8D1,7892,243,232,209
DFE5E1,8276,223,229,225
EFEECE,7747,239,238,206
80717E,K058,128,113,126
FBE9C7,7955,251,233,199
F1E7D4,L133,241,231,212
F3EACF,7843,243,234,207
D1EBE1,7516,209,235,225
ECD8E3,8171,236,216,227
D4E4E6,7347,212,228,230
73799F,7198,115,121,159
F7DDD8,8059,247,221,216
BEA03E,7853,190,160,62
CA8C44,7933,202,140,68
85746F,K277,133,116,111
FAD5DB,8098,250,213,219
F3E3D7,8620,243,227,215
E6E3E0,7188,230,227,224
E0E7E0,1205,224,231,224
EBEBD6,7724,235,235,214
E3EADC,0947,227,234,220
E7E4DF,8236,231,228,223
BE9540,7877,190,149,64
FAEAC9,7923,250,234,201
99745C,8574,153,116,92
F9E4D1,8012,249,228,209
886A7A,K062,136,106,122
788073,K145,120,128,115
F8D9DB,8091,248,217,219
DEE5E3,7308,222,229,227
F6EBCD,7907,246,235,205
E0E4E3,7276,224,228,227
C0E8E7,9688,192,232,231
F9EFC4,7866,249,239,196
DDECDE,7588,221,236,222
FAEBC9,7947,250,235,201
F9DDD8,8067,249,221,216
EAEDD6,7667,234,237,214
CC993F,K288,204,153,63
EAE3DF,8212,234,227,223
80D1D9,7441,128,209,217
867C63,8478,134,124,99
E7E7DE,8348,231,231,222
D06166,9993,208,97,102
E8ECD9,7684,232,236,217
DBEEDE,9308,219,238,222
668FA3,7367,102,143,163
AA9342,9858,170,147,66
956E63,K238,149,110,99
FAE8CE,7979,250,232,206
DEF0DB,9758,222,240,219
EEE7DA,8500,238,231,218
E2EDDC,9332,226,237,220
97735C,8582,151,115,92
A8814A,9882,168,129,74
EDE7DB,L157,237,231,219
BF8843,3176,191,136,67
F1EDD2,7780,241,237,210
E1EDDD,7612,225,237,221
9A8B4A,7805,154,139,74
807570,K278,128,117,112
F5E9D3,7939,245,233,211
F7DEDB,9411,247,222,219
E8E8DE,8372,232,232,222
F5ECD0,7859,245,236,208
72CECB,7504,114,206,203
728D6D,K151,114,141,109
F1EAD6,0943,241,234,214
F9EFC8,7834,249,239,200
F1E8D8,L136,241,232,216
D2ECE4,7508,210,236,228
727E7D,8335,114,126,125
BCE4EC,9670,188,228,236
D9E7E6,7364,217,231,230
EDE7DC,L158,237,231,220
9C6B60,K212,156,107,96
F6EAD2,7931,246,234,210
EFE8DA,L175,239,232,218
E8E1E4,7155,232,225,228
896778,K063,137,103,120
BE8D40,X106,190,141,64
E4E8E1,L111,228,232,225
7D7376,8214,125,115,118
DBE4E8,7251,219,228,232
639F83,9734,99,159,131
737A7F,K295,115,122,127
EFE3DF,8716,239,227,223
E4E5E4,7228,228,229,228
E3E3E6,7212,227,227,230
DAA83D,X214,218,168,61
EDDEE4,7115,237,222,228
FBE2D6,8035,251,226,214
E1E3E7,7219,225,227,231
E6E9E0,9476,230,233,224
B15675,K020,177,86,117
F9E1D9,8051,249,225,217
F9EECC,7899,249,238,204
E2EDDF,7556,226,237,223
F1BC47,X166,241,188,71
F4DCE1,8139,244,220,225
F0E9DA,L174,240,233,218
ECEADC,8412,236,234,220
ACA03C,9843,172,160,60
E8EEDB,7660,232,238,219
FBEBCE,7963,251,235,206
90676C,8710,144,103,108
